master_id,order_num_total,customer_value_total,recency,tenure,kmeans_segment,hc_segment
6e928d60-a3c3-11e9-a2fc-000d3a38a36f,5.0,378.40999999999997,160,788,2,2
9108204a-1c62-11ea-a490-000d3a38a36f,6.0,1711.8600000000001,17,643,4,0
a0f994ea-9d15-11eb-9c47-000d3a38a36f,3.0,602.47,13,48,3,3
19286990-2054-11ea-87bf-000d3a38a36f,5.0,628.81,110,788,2,0
d285739a-a3b5-11e9-a2fc-000d3a38a36f,5.0,1016.83,147,789,2,2
4bb06236-9eea-11ea-80cd-000d3a38a36f,9.0,1081.4,42,372,1,0
8221ba3c-7eeb-11ea-80af-000d3a38a36f,4.0,830.94,34,412,4,1
e6494e3a-5baf-11ea-9f92-000d3a38a36f,5.0,808.9200000000001,201,503,2,2
fac3db2c-9d1f-11e9-9897-000d3a38a36f,13.0,1322.01,351,1651,1,0
7c088fe8-f29d-11e9-9346-000d3a38a36f,6.0,949.9200000000001,40,689,4,1
6561d954-1a69-11ea-941b-000d3a38a36f,3.0,820.8800000000001,167,551,2,2
ce4dc94e-af68-11e9-a2fc-000d3a38a36f,4.0,317.15999999999997,327,894,0,2
aa396692-9ddb-11e9-9897-000d3a38a36f,4.0,617.9200000000001,67,828,2,1
ec3a1cd4-a511-11e9-a2fc-000d3a38a36f,5.0,753.95,236,1049,2,2
9f434f28-744a-11ea-92d0-000d3a38a36f,2.0,162.97,69,435,0,2
04ad6d4e-2819-11eb-8a9b-000d3a38a36f,7.0,1531.68,142,197,2,0
254ff53e-1335-11ea-a001-000d3a38a36f,4.0,1329.79,226,798,2,0
047f33ca-4ddb-11ea-9655-000d3a38a36f,5.0,680.69,211,688,2,2
04f12e56-b206-11e9-89fa-000d3a38a36f,21.0,3364.53,180,678,1,0
409e63de-5bc9-11ea-82af-000d3a38a36f,13.0,1549.9,14,489,1,0
643d4ac2-fd63-11e9-a5e8-000d3a38a36f,3.0,317.87,72,577,0,1
efa4b4f6-879c-11ea-ace9-000d3a38a36f,2.0,441.97,109,401,0,2
abb2fb2e-6d2c-11eb-99c4-000d3a38a36f,2.0,217.85000000000002,37,109,3,3
3571aafe-6cf2-11ea-b576-000d3a38a36f,4.0,612.65,200,481,2,2
648eeb1a-983c-11ea-9d91-000d3a38a36f,3.0,498.89,260,382,0,2
4a2035fc-edf3-11e9-9346-000d3a38a36f,2.0,273.98,78,599,0,1
23151ace-1dfc-11eb-8d74-000d3a38a36f,2.0,582.9000000000001,122,210,3,3
33be441a-b11d-11e9-9757-000d3a38a36f,8.0,1252.8899999999999,12,799,4,0
78cb634e-74b2-11eb-92cb-000d3a38a36f,3.0,326.47,68,325,3,2
26fef404-aae2-11e9-a2fc-000d3a38a36f,3.0,439.46000000000004,4,691,4,1
1539af04-a324-11e9-a2fc-000d3a38a36f,3.0,424.95,237,800,0,2
6558393e-cf4b-11ea-a8f0-000d3a38a36f,3.0,857.39,152,310,2,2
332aca5c-ab94-11e9-a2fc-000d3a38a36f,3.0,315.93,137,650,0,2
27c7b92c-5bed-11ea-90c0-000d3a38a36f,3.0,600.8499999999999,48,537,4,2
a3627b1e-1383-11eb-8ffc-000d3a38a36f,3.0,403.4,11,226,3,3
f068ab7c-3990-11ea-85d6-000d3a38a36f,2.0,284.96999999999997,252,556,0,2
d6c5f112-9f07-11e9-9897-000d3a38a36f,6.0,790.4,328,1626,2,2
0ec13106-5bb1-11ea-a359-000d3a38a36f,6.0,1010.51,7,491,4,1
e0e663f6-a160-11e9-a2fc-000d3a38a36f,5.0,1469.34,214,831,2,0
14953d3e-2d80-11ea-9ae7-000d3a38a36f,2.0,143.98,9,568,4,1
d8985be0-ad8c-11e9-a2fc-000d3a38a36f,3.0,247.45999999999998,320,690,0,2
7c6ee6da-e531-11ea-b769-000d3a38a36f,2.0,300.48,282,282,0,2
ce31bff6-a0ea-11e9-a2fc-000d3a38a36f,6.0,613.93,131,838,2,0
44cb68d2-5eec-11ea-be5b-000d3a38a36f,2.0,155.97,11,330,3,1
0f63f6c0-a1bc-11e9-a2fc-000d3a38a36f,3.0,302.96,109,826,0,2
211a6fc8-bd60-11ea-aa61-000d3a38a36f,2.0,455.98,53,333,3,2
9273e2c2-1f6c-11ea-87bf-000d3a38a36f,2.0,184.57999999999998,129,794,0,2
38cfebd8-3ebd-11ea-b794-000d3a38a36f,7.0,1469.09,147,675,2,0
0f890e44-7f31-11ea-80af-000d3a38a36f,3.0,321.94,190,382,0,2
5622c098-a179-11e9-a2fc-000d3a38a36f,11.0,1131.24,140,830,1,0
ae2db226-137e-11ea-a001-000d3a38a36f,6.0,690.89,110,838,2,0
2749330a-ff21-11e9-a5e8-000d3a38a36f,8.0,849.3199999999999,27,824,4,0
399d42c2-1a37-11ea-941b-000d3a38a36f,3.0,617.3900000000001,7,564,4,1
2d01412c-d6e8-11e9-93bc-000d3a38a36f,3.0,430.37,104,500,0,2
df00405e-5270-11ea-956d-000d3a38a36f,3.0,478.45,28,523,4,1
5183aa32-4f4f-11ea-99ba-000d3a38a36f,4.0,506.44,31,545,4,1
175699e0-2ac0-11ea-b3a7-000d3a38a36f,7.0,1413.39,155,576,2,0
6b2d1e68-2d95-11ea-8e71-000d3a38a36f,2.0,185.98,366,829,0,2
ce48d558-22d4-11ea-8523-000d3a38a36f,2.0,234.97000000000003,131,603,0,2
e6828b04-1fc4-11ea-87bf-000d3a38a36f,4.0,569.96,162,829,2,2
07c2e300-a841-11e9-a2fc-000d3a38a36f,3.0,385.47,275,2019,2,2
d1f20680-a574-11e9-a2fc-000d3a38a36f,4.0,301.77,161,835,0,2
9856d854-b592-11ea-a78c-000d3a38a36f,2.0,310.93,337,341,0,2
5f0fa9f8-532d-11ea-acd3-000d3a38a36f,2.0,239.97000000000003,343,504,0,2
eb1b30a8-a530-11e9-a2fc-000d3a38a36f,7.0,398.68,353,1155,2,0
a30b93f8-a4fd-11e9-a2fc-000d3a38a36f,6.0,716.9300000000001,145,708,2,0
b544aaf8-a3ab-11e9-a2fc-000d3a38a36f,3.0,505.92,47,790,4,2
b1f63c54-d691-11e9-93bc-000d3a38a36f,2.0,195.92000000000002,183,643,0,2
7cefecc8-27b6-11ea-aaaa-000d3a38a36f,7.0,907.87,206,774,2,0
0b67c74c-2b76-11ea-9d27-000d3a38a36f,3.0,295.19,99,664,0,2
75cbc976-a435-11e9-a2fc-000d3a38a36f,3.0,659.14,156,777,2,2
96b37d2e-aad8-11e9-a2fc-000d3a38a36f,2.0,244.97,212,1408,0,2
06b6eb2c-7376-11ea-92d0-000d3a38a36f,7.0,1031.92,24,541,4,0
4c9c9cbc-ae42-11e9-a2fc-000d3a38a36f,12.0,2692.23,6,890,1,0
4bd60b50-195f-11ea-b6a2-000d3a38a36f,7.0,970.25,62,828,2,0
71579c58-b0d3-11e9-9757-000d3a38a36f,12.0,2193.81,3,781,1,0
77c4e132-ae52-11e9-a2fc-000d3a38a36f,3.0,450.95000000000005,113,1171,0,2
cfdf1d42-9fac-11e9-a2fc-000d3a38a36f,2.0,209.89000000000001,109,771,0,2
56acd888-d684-11e9-93bc-000d3a38a36f,4.0,694.63,6,645,4,1
04241874-a9b6-11e9-a2fc-000d3a38a36f,7.0,1307.84,112,1904,1,0
71afbad8-ff01-11e9-a5e8-000d3a38a36f,2.0,758.79,75,689,0,2
1edf421c-e2e9-11e9-ad00-000d3a38a36f,4.0,579.9300000000001,165,611,2,2
d5aa30a2-5b9c-11ea-a9cd-000d3a38a36f,4.0,713.1800000000001,30,493,4,1
7aff7b54-abc4-11e9-a2fc-000d3a38a36f,7.0,650.91,331,1961,2,0
a4659e1c-24d5-11ea-bf27-000d3a38a36f,3.0,589.96,143,834,2,2
cbcb985c-017c-11ea-a5e8-000d3a38a36f,3.0,540.9399999999999,145,572,0,2
a04dd5b8-ac9b-11e9-a2fc-000d3a38a36f,10.0,1028.26,20,1093,1,0
d14e3c7e-b04d-11e9-9757-000d3a38a36f,6.0,722.5799999999999,185,930,2,0
ece891e6-5f3e-11ea-be5b-000d3a38a36f,4.0,501.44,354,519,2,2
fad3ef8a-a5d5-11e9-a2fc-000d3a38a36f,3.0,212.95999999999998,129,840,0,2
4b60fb80-249a-11ea-bf27-000d3a38a36f,4.0,331.95,33,678,4,1
756ae0c2-d705-11e9-93bc-000d3a38a36f,3.0,395.95000000000005,27,628,4,1
66f9273e-a80b-11e9-a2fc-000d3a38a36f,13.0,1671.7199999999998,6,2286,1,0
b919413a-6087-11eb-9b71-000d3a38a36f,2.0,288.95,9,125,3,3
fca6174c-aad1-11e9-a2fc-000d3a38a36f,6.0,690.3,43,1416,2,0
cca6958a-d713-11e9-93bc-000d3a38a36f,18.0,617.6800000000001,68,627,1,0
c374d99c-e50d-11e9-ad00-000d3a38a36f,5.0,614.95,58,608,2,1
202a42cc-a174-11e9-a2fc-000d3a38a36f,3.0,282.96,112,830,0,2
2c0b3d24-aa68-11e9-a2fc-000d3a38a36f,9.0,1091.26,6,1463,1,0
b30721a8-5b52-11ea-b544-000d3a38a36f,2.0,209.98000000000002,364,529,0,2
12529658-aedb-11e9-a2fc-000d3a38a36f,2.0,534.31,185,619,0,2
9bc68994-5084-11ea-99ba-000d3a38a36f,2.0,129.98,315,634,0,2
3d2bf11a-7ee9-11ea-80af-000d3a38a36f,3.0,340.90999999999997,67,412,0,2
6dcdd324-aeec-11e9-a2fc-000d3a38a36f,4.0,392.96000000000004,154,1128,2,2
0df28674-ff24-11e9-a5e8-000d3a38a36f,5.0,761.73,174,655,2,2
86bd40a8-1937-11ea-b6a2-000d3a38a36f,5.0,940.9300000000001,224,553,2,0
5719059a-ad11-11e9-a2fc-000d3a38a36f,3.0,411.87,364,899,0,2
cb9e3528-ab8d-11e9-a2fc-000d3a38a36f,2.0,165.98,23,799,0,1
5d8ee67c-ab7e-11e9-a2fc-000d3a38a36f,6.0,570.94,76,1189,2,0
e10c7aac-d6f1-11e9-93bc-000d3a38a36f,2.0,413.93,89,106,3,3
fd6ef26e-fee3-11e9-a5e8-000d3a38a36f,4.0,1000.17,49,575,4,0
86e934ee-aa9f-11e9-a2fc-000d3a38a36f,4.0,710.91,112,694,2,2
94d50848-a866-11e9-a2fc-000d3a38a36f,8.0,1104.31,189,2162,1,0
5517e3da-5b10-11ea-a915-000d3a38a36f,3.0,364.96999999999997,71,499,0,1
71368132-1aee-11ea-98d5-000d3a38a36f,6.0,1156.52,15,550,4,1
7e0d2394-ab62-11e9-a2fc-000d3a38a36f,6.0,856.58,135,692,2,0
54eef9e8-abfc-11e9-a2fc-000d3a38a36f,4.0,942.85,258,1183,2,2
a525cb82-27d3-11ea-aaaa-000d3a38a36f,6.0,1043.97,58,677,2,0
0376755e-1eee-11ea-81ff-000d3a38a36f,6.0,992.81,56,828,2,0
a1252e9c-1fc2-11ea-87bf-000d3a38a36f,4.0,423.86,14,829,4,1
cc01ed02-74e6-11ea-802c-000d3a38a36f,3.0,832.91,202,624,2,2
933f716c-a528-11e9-a2fc-000d3a38a36f,6.0,496.92,159,704,2,2
859bef06-ac24-11e9-a2fc-000d3a38a36f,6.0,1488.53,72,107,3,3
37132e7c-5272-11ea-956d-000d3a38a36f,7.0,750.86,102,782,2,0
25d7e164-a536-11e9-a2fc-000d3a38a36f,3.0,817.5999999999999,113,1191,2,2
9e6c32ca-a3a5-11e9-a2fc-000d3a38a36f,15.0,2650.07,96,791,1,0
94be37e0-aa72-11e9-a2fc-000d3a38a36f,13.0,1270.3899999999999,96,1725,1,0
cee8e9e8-5bb0-11ea-9b0c-000d3a38a36f,2.0,490.73,348,469,0,2
b2d72794-2017-11ea-87bf-000d3a38a36f,4.0,415.95000000000005,21,563,4,1
65c36fbe-ac25-11e9-a2fc-000d3a38a36f,11.0,1918.7199999999998,277,831,1,0
4b82fcf6-a463-11e9-a2fc-000d3a38a36f,2.0,401.97,361,771,0,2
